country_code,region_country_area,year,series,value,notes,source
250,France,2023,Total refugees and people in refugee-like situations (number),641626.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2023,"Asylum seekers, including pending cases (number)",65222.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2023,Other of concern to UNHCR (number),5863.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
250,France,2023,Total population of concern to UNHCR (number),708600.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
254,French Guiana,2005,International migrant stock: Both sexes (number),86468.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2005,International migrant stock: Both sexes (% total population),42.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2005,International migrant stock: Male (% total Population),42.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2005,International migrant stock: Female (% total Population),42.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2010,International migrant stock: Both sexes (number),96288.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2010,International migrant stock: Both sexes (% total population),41.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2010,International migrant stock: Male (% total Population),40.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2010,International migrant stock: Female (% total Population),42.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2015,International migrant stock: Both sexes (number),106108.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2015,International migrant stock: Both sexes (% total population),40.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2015,International migrant stock: Male (% total Population),39.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2015,International migrant stock: Female (% total Population),42.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2020,International migrant stock: Both sexes (number),119249.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2020,International migrant stock: Both sexes (% total population),39.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2020,International migrant stock: Male (% total Population),38.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
254,French Guiana,2020,International migrant stock: Female (% total Population),41.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2005,International migrant stock: Both sexes (number),32286.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2005,International migrant stock: Both sexes (% total population),12.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2005,International migrant stock: Male (% total Population),13.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2005,International migrant stock: Female (% total Population),11.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2010,International migrant stock: Both sexes (number),31640.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2010,International migrant stock: Both sexes (% total population),11.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2010,International migrant stock: Male (% total Population),13.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2010,International migrant stock: Female (% total Population),10.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2015,International migrant stock: Both sexes (number),30058.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2015,International migrant stock: Both sexes (% total population),11.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2015,International migrant stock: Male (% total Population),12.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2015,International migrant stock: Female (% total Population),9.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2020,International migrant stock: Both sexes (number),30081.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2020,International migrant stock: Both sexes (% total population),10.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
258,French Polynesia,2020,International migrant stock: Male (% total Population),12.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
